Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"JP745","False","True","54305","Asian Art","Print","露草に鶏と雛|Rooster, Hen and Chicken with Spiderwort","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–33","1830","1833","Polychrome woodblock print; ink and color on paper","Image: 9 x 11 1/2 in. (22.9 x 29.2 cm)
Overall with paper mount: 12 7/8 x 18 1/2 in. (32.7 x 47 cm)
Overall with mat: 15 1/2 x 22 3/4 in. (39.4 x 57.8 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54305","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP746","False","True","54306","Asian Art","Woodblock print","葛飾北斎画　桔梗に蜻蛉|Dragonfly and Bellflower","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","late 1820s","1820","1830","Polychrome woodblock print (surimono); ink and color on paper","9 3/4 x 14 3/16 in. (24.8 x 36 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54306","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1011","False","True","54315","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1800","1790","1810","Polychrome woodblock print (surimono); ink and color on paper","7 11/16 x 20 3/8 in. (19.5 x 51.8 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54315","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1108","False","True","54337","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1850","Polychrome woodblock print (surimono); ink and color on paper","8 1/2 x 13 5/16 in. (21.6 x 33.8 cm)","Rogers Fund, 1919","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54337","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1142","False","True","54349","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1810","1800","1820","Polychrome woodblock print (surimono); ink and color on paper","8 3/8 x 7 1/4 in. (21.3 x 18.4 cm)","Rogers Fund, 1919","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54349","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1246","False","True","54377","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1814","1804","1824","Polychrome woodblock print (surimono); ink and color on paper","8 5/16 x 5 9/16 in. (21.1 x 14.1 cm)","Rogers Fund, 1921","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54377","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1247","False","True","54378","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1820","1820","1820","Polychrome woodblock print (surimono); ink and color on paper","8 x 10 3/8 in. (20.3 x 26.4 cm)","Rogers Fund, 1921","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54378","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1393","False","True","54389","Asian Art","Woodblock print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1822","1822","1822","Polychrome woodblock print (surimono); ink and color on paper","8 1/4 x 7 3/8 in. (21 x 18.7 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54389","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1853","False","True","54428","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","6 11/16 x 18 3/16 in. (17 x 46.2 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54428","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1864","False","True","54429","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","7 3/4 x 27 7/16 in. (19.7 x 69.7 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54429","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1865","False","True","54430","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1800–1815","1800","1815","Polychrome woodblock print (surimono); ink and color on paper","7 5/16 x 19 7/8 in. (18.6 x 50.5 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54430","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1866","False","True","54431","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","5 1/8 x 7 5/16 in. (13 x 18.6 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54431","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1867","False","True","54432","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","7 7/8 x 7 1/4 in. (20 x 18.4 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54432","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1868","False","True","54433","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1820–33","1820","1833","Polychrome woodblock print (surimono); ink and color on paper","8 9/16 x 7 1/16 in. (21.7 x 17.9 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54433","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1869","False","True","54434","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","6 5/16 x 12 7/16 in. (16 x 31.6 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54434","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1870","False","True","54435","Asian Art","Woodblock print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1804–13","1804","1813","Polychrome woodblock print (surimono); ink and color on paper","8 1/8 x 10 11/16 in. (20.6 x 27.1 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54435","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1872","False","True","54437","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","8 1/16 x 7 1/4 in. (20.5 x 18.4 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54437","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1873","False","True","54438","Asian Art","Print","元禄歌仙貝合|Ashi Clam, from the series ""Genroku Kasen Kai-awase""","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1821","1821","1821","Polychrome woodblock print; ink and color on paper
","7 15/16 x 7 in. (20.2 x 17.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54438","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1900","False","True","54439","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1808–27","1808","1827","Polychrome woodblock print (surimono); ink and color on paper","8 1/4 x 7 1/2 in. (21 x 19.1 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54439","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2019","False","True","54768","Asian Art","Print","初詣|Young Women Visiting a Shinto Shrine","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1814","1814","1814","Polychrome woodblock print (surimono); ink and color on paper","8 3/8 x 5 7/16 in. (21.3 x 13.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54768","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2969","False","True","54868","Asian Art","Woodblock print","冨嶽三十六景　甲州三坂水面|Reflection in Lake at Misaka in Kai Province (Kōshū Misaka suimen), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 3/4 in. (24.4 x 37.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54868","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1012","False","True","54887","Asian Art","Print","Fuji Tohō|The Top of Mount Fuji","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1800","1790","1810","Polychrome woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 15 1/4 in. (38.7 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54887","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1013","False","True","54888","Asian Art","Print","今戸川|Imadogawa","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1801–4","1801","1804","Polychrome woodblock print; ink and color on paper","H. 10 3/16 in. (25.9 cm); W. 15 1/4 in. (38.3 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54888","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1014","False","True","54889","Asian Art","Woodblock print","百人一首　乳母かえ説　元良親王|Poem by Motoyoshi Shinnō, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1839","1829","1849","Polychrome woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 14 1/2 in. (36.8 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54889","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1015","False","True","54890","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print; ink and color on paper","H. 9 3/4 in. (24.8 cm); W. 14 1/2 in. (36.8 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54890","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1016","False","True","54925","Asian Art","Print","葛飾北斎画　菊に雀|Sparrows and Chrysanthemums","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1825","1815","1835","Polychrome woodblock print; ink and color on paper","H. 8 1/2 in. (21.6 cm); W. 10 13/16 in. (27.5 cm)","Gift of Estate of Samuel Isham, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54925","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"29.100.511","False","True","54953","Asian Art","Painting","","Japan","Edo period (1615–1868)","","","","Artist","Attributed to","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Painting; color on paper","23 7/8 x 15 3/4 in. (60.6 x 40 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/54953","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2150","False","True","55011","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","7 1/2 x 10 3/8 in. (19.1 x 26.4 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/55011","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
